type,number,date,partenaire_id,client_name,client_ice,client_address,city,has_cachet,line_items,tva_rate,ht,tva,ttc,is_active,is_locked
facture,012/2026/AI,2026-01-22,eb1a5074-7013-4480-a4ca-10521642363a,CHINA CONSTRUCTION YANGTZE MAROC,002086799000041,,Casablanca,false,"[{""desc"":""LOCATION MENSUELLE GRUE MOBILE 75T"",""unit"":""MOIS"",""qty"":0.615,""unit_price"":145000.0,""tva_rate"":20.0}]",20,89230.77,17846.15,107076.92,true,true
facture,020/2026/AI,2026-02-24,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""LOCATION MANITO"",""unit"":""JOUR"",""qty"":4,""unit_price"":3000,""tva_rate"":20}]",20,12000,2400,14400,true,true
facture,040/2026/AI,2026-05-07,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Transport D’UN GEARBOX BOUJDOUR – SIGUERO"",""unit"":""FF"",""qty"":1.0,""unit_price"":171000.0,""tva_rate"":0.0},{""desc"":""SURCHARGE CARBURANT"",""unit"":""U"",""qty"":1.0,""unit_price"":19000.0,""tva_rate"":0.0},{""desc"":""MOBILISATION DE CAMION"",""unit"":""JOUR"",""qty"":4,""unit_price"":2000.0,""tva_rate"":0.0},{""desc"":""CHARGEMENT- DECHARGEMENT"",""unit"":""U"",""qty"":2.0,""unit_price"":6000.0,""tva_rate"":0.0}]",20,210000.0,0.0,210000.0,true,true
facture,066/2026/AI,2026-07-11,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""-LOCATION NACELLE CISEAUX 8M *4"",""unit"":""MOIS"",""qty"":4.0,""unit_price"":15000.0},{""desc"":""-LOCATION CHARIOT ELEVATEUR 3T (1)"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":23076.0},{""desc"":""-LOCATION CHARIOT ELEVATEUR 3T (2)"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":23076.0},{""desc"":""-LOCATION D’UNE NACELE ELECTRIQUE 16M (1)"",""unit"":""JOUR"",""qty"":30.0,""unit_price"":850.0},{""desc"":""-LOCATION D’UNE NACELLE ELECTRIQUE 16M (2)"",""unit"":""JOUR"",""qty"":25.0,""unit_price"":850.0},{""desc"":""-MOBILISATION NACELLE 16 M (2)"",""unit"":""Aller"",""qty"":1.0,""unit_price"":4000.0},{""desc"":""-LOCATION CHARIOT TELESCOPIQUE"",""unit"":""JOUR"",""qty"":29.0,""unit_price"":1500.0},{""desc"":""-LOCATION CHARIOT TELESCOPIQUE"",""unit"":""HEURE"",""qty"":17.5,""unit_price"":166.66}]",20,203318.55,40663.71,243982.26,true,true
facture,075/2026/AI,2026-08-18,,ZHUO HENG MO LUO GE JIAN ZHU YOU XIAN CO,003489610000025,,Casablanca,false,"[{""desc"":""LOCATION MENSUELLE GRUE MOBILE 75T"",""unit"":""MOIS"",""qty"":0.615,""unit_price"":145000.0,""tva_rate"":20.0}]",20,89230.77,17846.15,107076.92,true,true
